Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Player puuid,Match ID,Date added
Sett,Akali,Graves,Syndra,Ezreal,Lulu,Titanic Hydra,Blade of The Ruined King,Mercury's Treads,Frostfire Gauntlet,Negatron Cloak,Winged Moonplate,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5733742340,04/02/2022
Sett,Illaoi,Diana,Corki,Ezreal,Bard,Chempunk Chainsword,Blade of The Ruined King,Titanic Hydra,Frostfire Gauntlet,Plated Steelcaps,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5733645586,04/02/2022
Sett,Gwen,Skarner,Leblanc,Jinx,Lulu,Doran's Blade,Blade of The Ruined King,Mercury's Treads,Frostfire Gauntlet,Long Sword,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5733506168,04/02/2022
Sett,Fiora,LeeSin,Anivia,Caitlyn,Lux,Sterak's Gage,Blade of The Ruined King,Frostfire Gauntlet,Mercury's Treads,Tiamat,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5732720229,04/02/2022
Sett,Mordekaiser,Viego,Katarina,Jhin,Alistar,Doran's Blade,Blade of The Ruined King,Frostfire Gauntlet,Plated Steelcaps,Giant's Belt,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5732643176,04/02/2022
Sett,Camille,Gwen,Sylas,Caitlyn,Morgana,Chempunk Chainsword,Blade of The Ruined King,Frostfire Gauntlet,Plated Steelcaps,no item,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5732508045,04/02/2022
Sett,Swain,XinZhao,Taliyah,Kaisa,Nautilus,Doran's Blade,Blade of The Ruined King,Mercury's Treads,Frostfire Gauntlet,Phage,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5732513228,04/02/2022
Sett,Renekton,Nidalee,Fizz,Jhin,Sona,Black Cleaver,Frostfire Gauntlet,Plated Steelcaps,Blade of The Ruined King,Titanic Hydra,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5732415131,04/02/2022
Sett,Akali,Graves,Orianna,Jhin,Karma,Control Ward,Stridebreaker,Winged Moonplate,Mercury's Treads,no item,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5731030132,04/02/2022
Sett,Nasus,LeeSin,Sylas,Ezreal,Blitzcrank,Caulfield's Warhammer,Goredrinker,Sterak's Gage,Plated Steelcaps,Titanic Hydra,Pickaxe,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5730992806,04/02/2022
Sett,Jayce,Zed,Viktor,Jhin,Karma,Doran's Shield,Stridebreaker,Refillable Potion,Plated Steelcaps,Long Sword,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5730839745,04/02/2022
Sett,Gwen,Viego,Vex,Jinx,Thresh,Negatron Cloak,no item,Pauldrons of Whiterock,Dead Man's Plate,Winged Moonplate,Plated Steelcaps,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5730890764,04/02/2022
Sett,Malphite,JarvanIV,AurelionSol,Jinx,Taric,Plated Steelcaps,Goredrinker,Sterak's Gage,Death's Dance,Giant's Belt,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5730752756,04/02/2022
Sett,Rumble,LeeSin,Talon,Samira,Nautilus,Giant's Belt,Goredrinker,Plated Steelcaps,Sterak's Gage,Tiamat,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5723517622,04/02/2022
Sett,Darius,Graves,TwistedFate,Kaisa,Pyke,Sterak's Gage,Goredrinker,Boots,no item,no item,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5723471144,04/02/2022
Sett,Gnar,FiddleSticks,TwistedFate,Jinx,Thresh,Sterak's Gage,Stridebreaker,Titanic Hydra,Mercury's Treads,Ruby Crystal,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5723431564,04/02/2022
Sett,Teemo,Viego,Udyr,Xayah,Taric,Phage,Stridebreaker,Refillable Potion,Pickaxe,Berserker's Greaves,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5721350702,04/02/2022
Sett,Volibear,Kindred,Xerath,Jhin,Galio,Sterak's Gage,Goredrinker,Mercury's Treads,Giant's Belt,no item,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5721272917,04/02/2022
Sett,Irelia,FiddleSticks,Zed,Caitlyn,Karma,Plated Steelcaps,Goredrinker,Titanic Hydra,Sterak's Gage,Bramble Vest,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5720932651,04/02/2022
Sett,Cassiopeia,RekSai,Irelia,Samira,Alistar,Titanic Hydra,Goredrinker,Plated Steelcaps,Sterak's Gage,Thornmail,Caulfield's Warhammer,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5720846149,04/02/2022
Sett,MonkeyKing,Shaco,Viego,Ezreal,Yuumi,Doran's Blade,Goredrinker,Plated Steelcaps,Sterak's Gage,Bramble Vest,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5720660030,04/02/2022
Sett,Singed,Karthus,Akshan,Tristana,Lulu,Sterak's Gage,Goredrinker,Titanic Hydra,Ruby Crystal,Plated Steelcaps,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5720322244,04/02/2022
Sett,Akali,Graves,Qiyana,Lux,Caitlyn,Tiamat,Stridebreaker,Plated Steelcaps,Sterak's Gage,Giant's Belt,Ruby Crystal,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5720220707,04/02/2022
Sett,Darius,Graves,Sylas,Jhin,Alistar,Sterak's Gage,Goredrinker,Plated Steelcaps,Long Sword,no item,no item,vvmyahdFFDwTptOo3rlb5-qNpfpIUAY_Tbbs7UpA9MJyh7cvPH-qTHfNAbF9eikIylB2HW3OsWZv5g,KR_5719368586,04/02/2022
Sett,Graves,LeeSin,Ryze,Zeri,Nautilus,Guardian Angel,Pickaxe,Stridebreaker,Titanic Hydra,Death's Dance,Plated Steelcaps,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5734045192,04/02/2022
Sett,Rumble,JarvanIV,Ornn,Jinx,Thresh,Doran's Shield,Blade of The Ruined King,Mercury's Treads,Bami's Cinder,Null-Magic Mantle,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733764886,04/02/2022
Sett,Tryndamere,Khazix,Veigar,Caitlyn,Xerath,Chain Vest,Blade of The Ruined King,Turbo Chemtank,Winged Moonplate,Titanic Hydra,Mercury's Treads,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733718241,04/02/2022
Sett,Shen,LeeSin,Vex,Jinx,Leona,Doran's Shield,Blade of The Ruined King,Turbo Chemtank,Control Ward,Mercury's Treads,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733664982,04/02/2022
Sett,Lulu,XinZhao,Katarina,Yasuo,Vayne,Blade of The Ruined King,Plated Steelcaps,Turbo Chemtank,Control Ward,Titanic Hydra,Bramble Vest,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733586829,04/02/2022
Sett,Renekton,Nidalee,Galio,Jhin,Leona,Doran's Blade,Blade of The Ruined King,Turbo Chemtank,Null-Magic Mantle,Titanic Hydra,Mercury's Treads,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733548578,04/02/2022
Sett,Poppy,Diana,Syndra,Jhin,Leona,Doran's Shield,Refillable Potion,Blade of The Ruined King,Control Ward,no item,Boots,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5733543162,04/02/2022
Sett,Darius,Amumu,Pantheon,Jhin,Rell,Blade of The Ruined King,no item,Turbo Chemtank,Tiamat,Giant's Belt,Plated Steelcaps,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5732570985,04/02/2022
Sett,Tryndamere,Irelia,Senna,Ezreal,Karthus,Doran's Blade,Refillable Potion,Blade of The Ruined King,Control Ward,Plated Steelcaps,Bami's Cinder,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5732464960,04/02/2022
Sett,DrMundo,LeeSin,Akali,Jhin,Blitzcrank,Doran's Shield,Blade of The Ruined King,Turbo Chemtank,Titanic Hydra,Mercury's Treads,Caulfield's Warhammer,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5732417007,04/02/2022
Sett,Kayle,Nunu,Viktor,Zeri,Pyke,Blade of The Ruined King,Boots,Turbo Chemtank,no item,no item,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5732309454,04/02/2022
Sett,Renekton,Gwen,Yone,Zeri,Galio,Doran's Blade,Boots of Swiftness,Turbo Chemtank,Control Ward,Hexdrinker,Blade of The Ruined King,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5732235360,04/02/2022
Sett,Aatrox,Karthus,Qiyana,Jhin,Sona,Phage,no item,Stridebreaker,Control Ward,Boots of Swiftness,Executioner's Calling,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5731211982,04/02/2022
Sett,TwistedFate,Kayn,Malphite,Ezreal,Sona,Boots of Swiftness,Stopwatch,Stridebreaker,Sterak's Gage,Titanic Hydra,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5731171226,04/02/2022
Sett,Rumble,LeeSin,Leblanc,Vayne,Bard,Doran's Shield,Boots of Swiftness,Stridebreaker,Force of Nature,Long Sword,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5731038949,04/02/2022
Sett,Kled,LeeSin,Sylas,Jhin,Janna,Boots of Swiftness,Phage,Stridebreaker,Pickaxe,Ruby Crystal,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5731056628,04/02/2022
Sett,Rumble,Khazix,Tryndamere,Caitlyn,Lux,Doran's Shield,Refillable Potion,Stridebreaker,Plated Steelcaps,Sterak's Gage,Pickaxe,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5731021889,04/02/2022
Sett,Camille,Trundle,Leblanc,Jinx,Nautilus,Sterak's Gage,Giant's Belt,Stridebreaker,Control Ward,Pickaxe,Boots of Swiftness,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5730834210,04/02/2022
Sett,Aatrox,Ekko,Pyke,Caitlyn,Brand,Doran's Blade,Pickaxe,Goredrinker,Phage,Executioner's Calling,Boots,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725482057,04/02/2022
Sett,Singed,Sejuani,Yone,Tristana,Galio,Sterak's Gage,Boots of Swiftness,Stridebreaker,Control Ward,Tiamat,Bramble Vest,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725335640,04/02/2022
Sett,Kennen,Graves,Talon,Kaisa,Leona,Doran's Shield,Mercury's Treads,Stridebreaker,Control Ward,Sterak's Gage,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725328465,04/02/2022
Sett,Gragas,Trundle,TwistedFate,Ezreal,Alistar,Doran's Shield,Tiamat,Stridebreaker,Sterak's Gage,Mercury's Treads,Giant's Belt,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725322172,04/02/2022
Sett,Camille,Viego,Corki,Zeri,Blitzcrank,Titanic Hydra,Guardian Angel,Stridebreaker,Chempunk Chainsword,Sterak's Gage,Boots of Swiftness,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725180758,04/02/2022
Sett,Pantheon,Graves,Fizz,Varus,Senna,Titanic Hydra,Guardian Angel,Stridebreaker,Control Ward,Plated Steelcaps,Sterak's Gage,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725041967,04/02/2022
Sett,Viktor,Hecarim,Yone,Samira,Rell,Doran's Shield,Pickaxe,Stridebreaker,Phage,Ruby Crystal,Mercury's Treads,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5725005906,04/02/2022
Sett,Lucian,Elise,Corki,Jhin,Lulu,Doran's Shield,Sterak's Gage,Stridebreaker,Giant's Belt,no item,Plated Steelcaps,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5724940858,04/02/2022
Sett,Jax,LeeSin,Cassiopeia,Jhin,Janna,Titanic Hydra,Sterak's Gage,Stridebreaker,Control Ward,Plated Steelcaps,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5724861015,04/02/2022
Sett,Fiora,Nidalee,Qiyana,Vayne,Bard,Giant's Belt,Sterak's Gage,Stridebreaker,Tiamat,Boots of Swiftness,Bramble Vest,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5724753364,04/02/2022
Sett,Ryze,Karthus,Akshan,Ashe,Lulu,Doran's Shield,Health Potion,Stridebreaker,no item,Mercury's Treads,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5724688576,04/02/2022
Sett,Pantheon,Graves,Katarina,Ziggs,Nautilus,Sterak's Gage,Force of Nature,Stridebreaker,Control Ward,Plated Steelcaps,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5724692309,04/02/2022
Sett,Fiora,XinZhao,Sylas,Jhin,Lux,Tiamat,Giant's Belt,Stridebreaker,Boots of Swiftness,Sterak's Gage,Bramble Vest,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5723457517,04/02/2022
Sett,Darius,Viego,Vex,Caitlyn,Morgana,Doran's Blade,Phage,Goredrinker,Phage,Boots,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5723419640,04/02/2022
Sett,Akshan,Graves,Vex,Zeri,Pyke,Titanic Hydra,Stopwatch,Stridebreaker,Control Ward,Plated Steelcaps,Sterak's Gage,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5723279762,04/02/2022
Sett,Jax,LeeSin,Zoe,Caitlyn,Nautilus,Chain Vest,Broken Stopwatch,Goredrinker,Plated Steelcaps,Titanic Hydra,Sterak's Gage,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5722229498,04/02/2022
Sett,Volibear,Hecarim,Zoe,Draven,Blitzcrank,Boots of Swiftness,Control Ward,Goredrinker,no item,Executioner's Calling,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5722244806,04/02/2022
Sett,Kennen,Hecarim,Veigar,Ezreal,Karma,Doran's Shield,Mercury's Treads,Stridebreaker,Control Ward,Ruby Crystal,Phage,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5722160211,04/02/2022
Sett,Aatrox,Nidalee,Zeri,Draven,Lulu,Doran's Blade,Refillable Potion,Stridebreaker,Executioner's Calling,Boots of Swiftness,Long Sword,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721889812,04/02/2022
Sett,Camille,Nidalee,Nunu,Varus,Pyke,Doran's Shield,Sterak's Gage,Stridebreaker,Control Ward,Mercury's Treads,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721874884,04/02/2022
Sett,Vex,Graves,Yasuo,Kaisa,Malphite,Doran's Shield,Sterak's Gage,Stridebreaker,Titanic Hydra,no item,Plated Steelcaps,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721921056,04/02/2022
Sett,Singed,LeeSin,Kassadin,Aphelios,Leona,Sterak's Gage,Giant's Belt,Stridebreaker,Tiamat,Force of Nature,Mercury's Treads,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721816976,04/02/2022
Sett,Renekton,Talon,Katarina,Jinx,Thresh,Doran's Blade,Refillable Potion,Goredrinker,Phage,Plated Steelcaps,Ruby Crystal,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721805717,04/02/2022
Sett,Aatrox,Kindred,Xerath,Jhin,Blitzcrank,Boots of Swiftness,Sterak's Gage,Stridebreaker,Giant's Belt,Executioner's Calling,Tiamat,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5721843239,04/02/2022
Sett,Akali,RekSai,Viktor,Samira,Blitzcrank,Doran's Shield,no item,Stridebreaker,Mercury's Treads,no item,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5719784740,04/02/2022
Sett,Riven,LeeSin,Yasuo,Ezreal,Yuumi,Doran's Shield,Sterak's Gage,Stridebreaker,Tiamat,Plated Steelcaps,no item,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5719840643,04/02/2022
Sett,Renekton,XinZhao,Katarina,Kaisa,Singed,Mercury's Treads,Tiamat,Stridebreaker,no item,Sterak's Gage,Ruby Crystal,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5713949991,04/02/2022
Sett,Akali,Olaf,Irelia,Jinx,Lulu,Sterak's Gage,Executioner's Calling,Stridebreaker,Giant's Belt,Plated Steelcaps,Tiamat,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5713945637,04/02/2022
Sett,Renekton,Gwen,Xerath,Jinx,Sona,Doran's Blade,Refillable Potion,Stridebreaker,Bramble Vest,Sterak's Gage,Boots,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5713813632,04/02/2022
Sett,Kayle,Hecarim,Talon,Jhin,Thresh,Doran's Shield,Refillable Potion,Stridebreaker,Vampiric Scepter,Boots,Dagger,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5713801504,04/02/2022
Sett,Kayle,Hecarim,Syndra,Vayne,Lulu,Doran's Shield,Sterak's Gage,Stridebreaker,Negatron Cloak,Mercury's Treads,Winged Moonplate,edwnMbnKP7oElPSrBPUEM_SotrZOJB685w84nH2Mqv82uO3msYgwnhQkepquwyjGJp1_P2FT-gGPFg,KR_5713709116,04/02/2022
Sett,DrMundo,Graves,TwistedFate,Samira,Galio,Doran's Blade,Stridebreaker,Executioner's Calling,Mercury's Treads,Pickaxe,Phage,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5719322712,04/02/2022
Sett,Garen,Zed,Lissandra,Kaisa,Senna,Cull,Cull,Cull,Cull,Cull,Cull,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5719196970,04/02/2022
Sett,Vayne,Diana,Yone,Caitlyn,Lulu,Sterak's Gage,Stridebreaker,Plated Steelcaps,Bramble Vest,Control Ward,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5719137642,04/02/2022
Sett,Aatrox,Nidalee,Malzahar,Ezreal,Thresh,Doran's Blade,Goredrinker,Plated Steelcaps,Sterak's Gage,Black Cleaver,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718497656,04/02/2022
Sett,Renekton,Nidalee,Vladimir,Caitlyn,Leona,Doran's Shield,Ironspike Whip,Ruby Crystal,Long Sword,Control Ward,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718553866,04/02/2022
Sett,Rengar,Graves,Sejuani,Jinx,Thresh,Doran's Blade,Goredrinker,Bramble Vest,Boots,Phage,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718457578,04/02/2022
Sett,Vayne,JarvanIV,AurelionSol,Aphelios,Galio,Sterak's Gage,Stridebreaker,Titanic Hydra,Control Ward,Plated Steelcaps,Bramble Vest,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718420764,04/02/2022
Sett,Sylas,Kindred,Viktor,Jhin,Blitzcrank,Doran's Blade,Goredrinker,Executioner's Calling,Mercury's Treads,Pickaxe,Control Ward,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718326359,04/02/2022
Sett,Gangplank,Hecarim,Cassiopeia,MissFortune,Rell,Sterak's Gage,Stridebreaker,Plated Steelcaps,no item,no item,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718270371,04/02/2022
Sett,Chogath,LeeSin,Viktor,Jinx,Lulu,Mercury's Treads,Stridebreaker,Sterak's Gage,Doran's Blade,Ruby Crystal,no item,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718245519,04/02/2022
Sett,Graves,Kayn,Vex,Ezreal,Janna,Doran's Shield,Stridebreaker,Plated Steelcaps,Sterak's Gage,Giant's Belt,Bramble Vest,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5718191224,04/02/2022
Sett,LeeSin,Kayn,Corki,Jhin,Rell,Doran's Blade,Goredrinker,Sterak's Gage,Plated Steelcaps,Thornmail,Spectre's Cowl,t7W0w8YT3RBZg2_EYdEp3dVzURJlIIQsSRNFib1vz9ktOWWokmzAOXQToEaIXHl4y9YFcBimBlcBQg,KR_5717790082,04/02/2022
